time,value
2024-09-27T12:14:19.722247059Z,1.0463812351226807
2024-09-27T12:14:30.195373435Z,1.0468087196350098
2024-09-27T12:14:39.74807897Z,1.0476679801940918
2024-09-27T12:14:49.70613551Z,1.048642635345459
2024-09-27T12:15:00.951990251Z,1.047353744506836
2024-09-27T12:15:12.205232329Z,1.0485913753509521
2024-09-27T12:15:23.445932343Z,1.050279974937439
2024-09-27T12:15:34.716846067Z,1.0516116619110107
2024-09-27T12:15:45.983598012Z,1.0489740371704102
2024-09-27T12:15:59.104711559Z,1.0488137006759644
2024-09-27T12:16:10.080266688Z,1.0502735376358032
2024-09-27T12:16:19.764061867Z,1.0512354373931885
2024-09-27T12:16:32.085195331Z,1.046960473060608
2024-09-27T12:16:42.285570056Z,1.0805189609527588
2024-09-27T12:16:53.573411022Z,2.1338918209075928
2024-09-27T12:17:04.82824886Z,2.1145989894866943
2024-09-27T12:17:14.821608478Z,2.1142547130584717
2024-09-27T12:17:24.808147856Z,2.119716167449951
2024-09-27T12:17:34.828591609Z,2.1190662384033203
2024-09-27T12:17:44.813549638Z,2.1201329231262207
2024-09-27T12:17:55.148159967Z,2.1604886054992676
2024-09-27T12:18:11.109388899Z,2.1083340644836426
2024-09-27T12:18:15.496969642Z,2.1116044521331787
2024-09-27T12:18:25.502286287Z,2.3461053371429443
2024-09-27T12:18:37.093469924Z,2.346186637878418
2024-09-27T12:18:45.510908094Z,2.3516414165496826
2024-09-27T12:18:58.57670244Z,2.3505642414093018
2024-09-27T12:19:07.922724556Z,2.3439295291900635
2024-09-27T12:19:19.194424799Z,2.345536947250366
2024-09-27T12:19:32.076564856Z,2.351442813873291
2024-09-27T12:19:44.556266255Z,2.335174322128296
2024-09-27T12:19:52.970594376Z,2.3399453163146973
2024-09-27T12:20:06.597819884Z,2.267180919647217
2024-09-27T12:20:21.104368763Z,2.280672788619995
2024-09-27T12:20:26.765109151Z,2.2782082557678223
2024-09-27T12:20:38.025162775Z,2.2561323642730713
2024-09-27T12:20:49.292472924Z,2.257380723953247
2024-09-27T12:21:00.562380213Z,2.2551021575927734
2024-09-27T12:21:11.803277304Z,2.248730182647705
2024-09-27T12:21:24.623564277Z,2.273963212966919
2024-09-27T12:21:34.352960852Z,2.2589261531829834
2024-09-27T12:21:45.620513675Z,2.259695529937744
2024-09-27T12:21:56.872088467Z,1.0477321147918701
2024-09-27T12:22:08.124815603Z,1.3596998453140259
2024-09-27T12:22:18.123580165Z,1.3507822751998901
2024-09-27T12:22:28.136284214Z,1.3581629991531372
2024-09-27T12:22:38.133466168Z,1.3357601165771484
2024-09-27T12:22:48.13320633Z,1.3357771635055542
2024-09-27T12:22:58.444454019Z,1.3578723669052124
2024-09-27T12:23:14.580789514Z,1.3445173501968384
2024-09-27T12:23:18.77179687Z,1.3632694482803345
2024-09-27T12:23:30.093005353Z,1.335266351699829
2024-09-27T12:23:38.767183186Z,1.3374358415603638
2024-09-27T12:23:48.79551687Z,1.3342467546463013
2024-09-27T12:24:02.092194661Z,1.3383485078811646
2024-09-27T12:24:11.245883767Z,1.3312991857528687
2024-09-27T12:24:22.4781242Z,1.3307733535766602
2024-09-27T12:24:33.758702152Z,1.331878423690796
2024-09-27T12:24:46.616210743Z,1.331912636756897
2024-09-27T12:24:56.250243714Z,1.3310874700546265
2024-09-27T12:25:07.517807091Z,1.3330646753311157
2024-09-27T12:25:21.089177858Z,1.3321605920791626
2024-09-27T12:25:30.084165637Z,1.3264663219451904
2024-09-27T12:25:41.320643788Z,1.3308181762695312
2024-09-27T12:25:52.652278993Z,1.3324940204620361
2024-09-27T12:26:03.865412885Z,1.3327932357788086
2024-09-27T12:26:15.149735218Z,1.3309165239334106
2024-09-27T12:26:26.387661136Z,1.331566333770752
2024-09-27T12:26:37.6928411Z,1.3324170112609863
2024-09-27T12:26:48.921259603Z,1.3320515155792236
2024-09-27T12:27:00.193446454Z,1.3330646753311157
2024-09-27T12:27:11.433239371Z,1.3326201438903809
2024-09-27T12:27:22.689253841Z,1.331720232963562
2024-09-27T12:27:35.113378279Z,1.3347233533859253
2024-09-27T12:27:46.69692436Z,1.334229588508606
2024-09-27T12:27:56.453772403Z,1.3342103958129883
2024-09-27T12:28:07.726447531Z,1.3315962553024292
2024-09-27T12:28:19.021381826Z,1.3327676057815552
2024-09-27T12:28:32.122023852Z,1.332972764968872
2024-09-27T12:28:41.514205881Z,1.3338192701339722
2024-09-27T12:28:54.606797421Z,1.333870530128479
2024-09-27T12:29:04.025837582Z,1.3279005289077759
2024-09-27T12:29:17.610648903Z,1.3303799629211426
2024-09-27T12:29:26.526111716Z,1.3305467367172241
2024-09-27T12:29:37.785411652Z,1.333331823348999
2024-09-27T12:29:49.045871876Z,1.36085844039917
2024-09-27T12:30:00.326524269Z,1.3367176055908203
2024-09-27T12:30:11.557989555Z,1.337346076965332
2024-09-27T12:30:22.845677323Z,1.33375084400177
2024-09-27T12:30:35.598175716Z,1.338017225265503
2024-09-27T12:30:47.094048815Z,1.3366385698318481
2024-09-27T12:30:56.599184482Z,1.324407935142517
2024-09-27T12:31:07.878066826Z,1.3312863111495972
2024-09-27T12:31:19.154564117Z,1.3378077745437622
2024-09-27T12:31:30.418161322Z,1.3397977352142334
2024-09-27T12:31:41.66565834Z,1.3373332023620605
2024-09-27T12:31:53.094040123Z,1.3335776329040527
2024-09-27T12:32:04.18899931Z,1.3437007665634155
2024-09-27T12:32:15.432038904Z,1.3428928852081299
2024-09-27T12:32:26.715713334Z,1.3433609008789062
2024-09-27T12:32:37.951872216Z,1.3434293270111084
2024-09-27T12:32:49.213246646Z,1.151207685470581
2024-09-27T12:33:02.611849797Z,2.054428815841675
2024-09-27T12:33:11.732135687Z,2.0559208393096924
2024-09-27T12:33:21.772449589Z,2.056497812271118
2024-09-27T12:33:31.77192153Z,2.0581438541412354
2024-09-27T12:33:41.815508657Z,2.037538528442383
2024-09-27T12:33:53.59698934Z,2.040522336959839
2024-09-27T12:34:02.335052039Z,2.041426420211792
2024-09-27T12:34:12.738179482Z,1.1248674392700195
2024-09-27T12:34:24.086290643Z,0.32528001070022583
2024-09-27T12:34:34.110747765Z,0.31158941984176636
2024-09-27T12:43:19.940838821Z,0
2024-09-27T12:43:30.772869018Z,0
2024-09-27T12:43:42.998229431Z,71.17206573486328
2024-09-27T12:43:53.176320669Z,71.50763702392578
2024-09-27T12:44:05.078435953Z,71.54682922363281
2024-09-27T12:44:13.407054769Z,71.43868255615234
2024-09-27T12:44:23.414982727Z,71.05751037597656
2024-09-27T12:44:38.273614005Z,1.881795048713684
2024-09-27T12:44:48.289050109Z,1.6677367687225342
2024-09-27T12:52:55.048460526Z,0
2024-09-27T12:53:06.776490283Z,0
2024-09-27T12:53:15.110896073Z,0
2024-09-27T12:53:25.059298569Z,0
2024-09-27T12:53:35.075527277Z,0
2024-09-27T12:53:45.059129099Z,0
2024-09-27T12:53:55.172549778Z,0
2024-09-27T12:54:06.22534845Z,1.7587721347808838
2024-09-27T12:54:17.481227642Z,1.7526204586029053
2024-09-27T12:54:28.733258446Z,1.7651056051254272
2024-09-27T12:54:39.992383444Z,1.7672301530838013
2024-09-27T12:54:51.242170326Z,1.7774559259414673
2024-09-27T12:55:02.521875494Z,1.7784028053283691
2024-09-27T12:55:13.752359255Z,1.7721742391586304
2024-09-27T12:55:25.029430676Z,1.7705881595611572
2024-09-27T12:55:36.289582316Z,1.7704620361328125
2024-09-27T12:55:47.520776586Z,1.7717338800430298
2024-09-27T12:55:58.913980801Z,1.7727192640304565
2024-09-27T12:56:10.03544356Z,1.770440697669983
2024-09-27T12:56:21.302142339Z,1.7714945077896118
2024-09-27T12:56:38.285069639Z,1.7713449001312256
2024-09-27T12:56:43.814115346Z,1.7727534770965576
2024-09-27T12:56:55.081362526Z,1.7737281322479248
2024-09-27T12:57:06.489095344Z,1.7744741439819336
2024-09-27T12:57:17.600897778Z,1.774610996246338
2024-09-27T12:57:28.873017265Z,1.7730847597122192
2024-09-27T12:57:40.098778219Z,1.7723944187164307
2024-09-27T12:57:51.362429464Z,1.77250337600708
2024-09-27T12:58:02.612837195Z,1.7741727828979492
2024-09-27T12:58:13.879379573Z,1.7737858295440674
2024-09-27T12:58:25.13781726Z,1.7735763788223267
2024-09-27T12:58:36.548030507Z,1.7762417793273926
2024-09-27T12:58:47.627302311Z,1.7703487873077393
2024-09-27T12:58:58.88787597Z,1.7761563062667847
2024-09-27T12:59:10.140261515Z,1.7767099142074585
2024-09-27T12:59:21.387242546Z,1.7776910066604614
2024-09-27T12:59:32.646942454Z,1.7719006538391113
2024-09-27T12:59:47.767251736Z,1.7754210233688354
2024-09-27T12:59:55.180171707Z,1.7747948169708252
2024-09-27T13:00:08.799337771Z,1.7764363288879395
2024-09-27T13:00:17.679898035Z,1.778407096862793
2024-09-27T13:00:28.939390209Z,1.7781420946121216
2024-09-27T13:00:40.183972992Z,1.777233600616455
2024-09-27T13:00:51.430139524Z,1.7786144018173218
2024-09-27T13:01:11.030498619Z,1.7804654836654663
2024-09-27T13:01:13.950550702Z,1.8005985021591187
2024-09-27T13:01:25.207388519Z,1.8242518901824951
2024-09-27T13:01:36.450669513Z,1.823324203491211
2024-09-27T13:01:47.710616772Z,1.823488712310791
2024-09-27T13:01:58.991010998Z,1.8226701021194458
2024-09-27T13:02:10.22234417Z,1.8234331607818604
2024-09-27T13:02:21.482329829Z,1.8220374584197998
2024-09-27T13:02:32.76016907Z,1.8224307298660278
2024-09-27T13:02:45.770332079Z,1.8223623037338257
2024-09-27T13:02:55.282865146Z,1.8220973014831543
2024-09-27T13:03:06.502389037Z,1.8226016759872437
2024-09-27T13:03:17.792048597Z,1.822308897972107
2024-09-27T13:03:29.002499728Z,1.8207378387451172
2024-09-27T13:03:40.273411247Z,1.8204556703567505
2024-09-27T13:03:51.536171101Z,1.8195236921310425
2024-09-27T13:04:02.77622864Z,1.8148597478866577
2024-09-27T13:04:14.032870242Z,1.795823335647583
2024-09-27T13:04:25.312384107Z,1.7773661613464355
2024-09-27T13:04:36.553139017Z,1.7683480978012085
2024-09-27T13:04:47.799466374Z,1.7592103481292725
2024-09-27T13:04:59.04633225Z,1.7549183368682861
2024-09-27T13:05:10.331583397Z,1.7548049688339233
2024-09-27T13:05:21.563158567Z,1.7594091892242432
2024-09-27T13:05:32.811453317Z,1.7621686458587646
2024-09-27T13:05:44.099214553Z,1.7661635875701904
2024-09-27T13:05:55.340621927Z,1.7641628980636597
2024-09-27T13:06:06.573033063Z,1.7603240013122559
2024-09-27T13:06:17.848051228Z,1.7579044103622437
2024-09-27T13:06:29.092679878Z,1.7574490308761597
2024-09-27T13:06:40.326287935Z,1.7513551712036133
2024-09-27T13:06:51.593012658Z,1.7422195672988892
2024-09-27T13:07:02.863769214Z,1.7404005527496338
2024-09-27T13:07:14.119907386Z,1.736298680305481
2024-09-27T13:07:25.367833107Z,1.7327975034713745
2024-09-27T13:07:36.617137501Z,1.7294907569885254
2024-09-27T13:07:47.84762318Z,1.7282896041870117
2024-09-27T13:07:59.12899013Z,1.7263209819793701
2024-09-27T13:08:10.385554392Z,1.723136067390442
